Course Code,Course Title,HE Institution,Course Level,Category,2021,2022,2023,2024,2025,2026
SE730,Electronic Engineering,South East Technological University,6,Engineering and engineering trades,,,213.0,274.0,443.0,487.0
SE731,Mechanical Engineering,South East Technological University,6,Engineering and engineering trades,,,215.0,193.0,200.0,224.0
SE732,Agricultural Systems Engineering,South East Technological University,8,Engineering and engineering trades,,,293.0,309.0,313.0,
SE733,Agricultural Systems Engineering,South East Technological University,7,Engineering and engineering trades,,,218.0,297.0,263.0,
SE734,Set Design and Construction,South East Technological University,8,Architecture and construction,,,291.0,291.0,318.0,
SE735,Set Design and Construction,South East Technological University,7,Architecture and construction,,,238.0,238.0,244.0,
SE900,Health Sciences,South East Technological University,8,Health,,,307.0,300.0,309.0,308.0
SE901,Sport Rehabilitation and Athletic Therapy,South East Technological University,8,Health,,,451.0,473.0,487.0,500.0
SE902,Exercise Sciences,South East Technological University,8,Personal services,,,270.0,279.0,280.0,281.0
SE903,Strength and Conditioning,South East Technological University,8,Health,,,340.0,340.0,340.0,356.0
SE904,Sports Coaching and Performance,South East Technological University,8,Personal services,,,265.0,272.0,280.0,280.0
SE905,Sport and Exercise Science,South East Technological University,8,Personal services,,,419.0,440.0,433.0,436.0
SE906,Recreation and Sport Management,South East Technological University,8,Personal services,,,260.0,271.0,272.0,291.0
SE907,Sports Management and Coaching (Gaelic Games - portfolio),South East Technological University,8,Personal services,,,700.0,700.0,700.0,700.0
SE908,Sports Management and Coaching (Rugby - portfolio),South East Technological University,8,Personal services,,,700.0,700.0,700.0,700.0
SE909,Sports Management and Coaching (Football - portfolio),South East Technological University,8,Personal services,,,700.0,700.0,700.0,700.0
SE910,"Sport, Business and Coaching",South East Technological University,8,Personal services,,,302.0,307.0,308.0,306.0
SE911,Early Childhood Care and Education,South East Technological University,8,Welfare,,,261.0,269.0,270.0,270.0
SE912,Early Childhood Education and Practice,South East Technological University,8,Welfare,,,243.0,244.0,249.0,228.0
SE913,Early Childhood Education and Practice,South East Technological University,8,Welfare,,,256.0,260.0,297.0,308.0
SE914,Psychiatric Nursing,South East Technological University,8,Health,,,337.0,330.0,326.0,356.0
SE915,General Nursing,South East Technological University,8,Health,,,398.0,418.0,409.0,409.0
SE916,Intellectual Disability Nursing,South East Technological University,8,Health,,,338.0,308.0,309.0,308.0
SE917,Applied Social Studies in Professional Social Care,South East Technological University,8,Welfare,,,238.0,263.0,280.0,288.0
SE918,Professional Social Care Practice,South East Technological University,8,Welfare,,,252.0,260.0,260.0,261.0
SE919,Social Care Practice,South East Technological University,8,Welfare,,,260.0,260.0,260.0,260.0
SE920,Social Science,South East Technological University,8,Welfare,,,282.0,293.0,310.0,309.0
SE921,Hospitality Management,South East Technological University,8,Personal services,,,255.0,307.0,288.0,303.0
SE922,Tourism and Event Management,South East Technological University,8,Personal services,,,291.0,281.0,473.0,228.0
SE923,Culinary Arts,South East Technological University,8,Personal services,,,250.0,269.0,253.0,236.0
SE924,Tourism and Hospitality Services,South East Technological University,7,Personal services,,,195.0,200.0,260.0,191.0
SE925,Tourism and Event Management,South East Technological University,7,Personal services,,,170.0,243.0,288.0,271.0
SE926,Professional Social Care Practice,South East Technological University,7,Welfare,,,204.0,188.0,188.0,193.0
SE927,Applied Social Care,South East Technological University,7,Welfare,,,185.0,188.0,188.0,188.0
SE928,Applied Health Care,South East Technological University,7,Health,,,215.0,225.0,226.0,226.0
SE929,Sport Coaching and Business Management (Gaelic Games - portfolio),South East Technological University,7,Personal services,,,700.0,700.0,700.0,700.0
SE930,Sport Coaching and Business Management (Rugby - portfolio),South East Technological University,7,Personal services,,,700.0,700.0,700.0,700.0
SE931,Sport Coaching and Business Management (Football - portfolio),South East Technological University,7,Personal services,,,700.0,700.0,700.0,700.0
SE932,"Sport, Business and Coaching",South East Technological University,7,Personal services,,,241.0,241.0,252.0,251.0
SE933,Recreation and Sport Management,South East Technological University,7,Personal services,,,172.0,170.0,202.0,206.0
SE934,Early Childhood Education and Practice,South East Technological University,7,Welfare,,,171.0,198.0,0.0,
SE935,Early Childhood Education and Practice,South East Technological University,7,Welfare,,,206.0,207.0,213.0,214.0
SE936,Physiology and Health Science,South East Technological University,6,Health,,,422.0,424.0,440.0,430.0
SE937,Pharmacy Technician Studies,South East Technological University,6,Health,,,181.0,225.0,200.0,210.0
SE938,Culinary Arts,South East Technological University,6,Personal services,,,133.0,133.0,169.0,179.0
TR002,Music,Trinity College Dublin,8,Arts,508.0,455.0,442.0,441.0,476.0,
TR003,History,Trinity College Dublin,8,Humanities (except languages),552.0,557.0,543.0,499.0,526.0,
TR004,Law,Trinity College Dublin,8,Law,590.0,589.0,578.0,578.0,578.0,
TR005,Philosophy,Trinity College Dublin,8,Humanities (except languages),510.0,526.0,500.0,510.0,509.0,
TR006,Psychology,Trinity College Dublin,8,Social and behavioural sciences,601.0,600.0,589.0,592.0,578.0,
TR007,Clinical Speech and Language Studies,Trinity College Dublin,8,Health,564.0,560.0,545.0,564.0,541.0,
TR009,"Music Education (interview,audition)",Trinity College Dublin,8,Education,496.0,452.0,555.0,509.0,667.0,
TR015,"Philosophy, Political Science, Economics and Sociology (PPES)",Trinity College Dublin,8,Social and behavioural sciences,613.0,613.0,591.0,602.0,588.0,
TR016,Deaf Studies,Trinity College Dublin,8,Languages,389.0,338.0,352.0,336.0,358.0,
TR018,Law and French,Trinity College Dublin,8,Law,602.0,588.0,579.0,600.0,592.0,
TR019,Law and German,Trinity College Dublin,8,Law,577.0,554.0,564.0,543.0,541.0,
TR021,"Classics, Ancient History and Archaeology",Trinity College Dublin,8,Humanities (except languages),467.0,465.0,468.0,485.0,495.0,
TR022,Early and Modern Irish,Trinity College Dublin,8,Languages,377.0,387.0,368.0,343.0,349.0,
TR023,English Studies,Trinity College Dublin,8,Languages,546.0,559.0,551.0,542.0,533.0,
TR024,European Studies,Trinity College Dublin,8,Humanities (except languages),566.0,576.0,567.0,555.0,564.0,
TR025,Drama and Theatre Studies (interview),Trinity College Dublin,8,Arts,543.0,529.0,500.0,477.0,506.0,
TR028,Ancient and Medieval History and Culture,Trinity College Dublin,8,Humanities (except languages),498.0,468.0,466.0,422.0,469.0,
TR031,Mathematics,Trinity College Dublin,8,Mathematics and statistics,579.0,590.0,601.0,589.0,598.0,
TR032,Engineering,Trinity College Dublin,8,Engineering and engineering trades,556.0,569.0,555.0,556.0,577.0,
TR033,Computer Science,Trinity College Dublin,8,Information and Communication Technologies (ICTs),566.0,570.0,566.0,531.0,543.0,
TR034,Management Science and Information Systems Studies,Trinity College Dublin,8,Business and administration,625.0,625.0,625.0,613.0,625.0,
TR035,Theoretical Physics,Trinity College Dublin,8,Physical sciences,590.0,593.0,554.0,551.0,571.0,
TR038,Engineering with Management,Trinity College Dublin,8,Engineering and engineering trades,589.0,593.0,602.0,613.0,617.0,
TR039,"Computer Science, Linguistics and a Language",Trinity College Dublin,8,Information and Communication Technologies (ICTs),443.0,543.0,498.0,499.0,531.0,
TR040,Middle Eastern and European Languages and Cultures,Trinity College Dublin,8,Languages,520.0,552.0,473.0,443.0,449.0,
TR041,Religion,Trinity College Dublin,8,Humanities (except languages),417.0,386.0,343.0,350.0,402.0,
TR042,Film,Trinity College Dublin,8,Arts,531.0,545.0,545.0,532.0,518.0,
TR043,History of Art and Architecture,Trinity College Dublin,8,Humanities (except languages),498.0,517.0,501.0,486.0,511.0,
TR051,Medicine (Undergraduate Entry - HPAT required),Trinity College Dublin,8,Health,743.0,745.0,741.0,738.0,739.0,
TR052,Dental Science,Trinity College Dublin,8,Health,625.0,625.0,625.0,625.0,625.0,
TR053,Physiotherapy,Trinity College Dublin,8,Health,590.0,590.0,580.0,578.0,577.0,
TR054,Occupational Therapy,Trinity College Dublin,8,Health,578.0,565.0,544.0,548.0,544.0,
TR055,Radiation Therapy,Trinity College Dublin,8,Health,577.0,556.0,546.0,543.0,534.0,
TR056,Human Health and Disease,Trinity College Dublin,8,Health,601.0,601.0,600.0,579.0,567.0,
TR060,Biological and Biomedical Sciences,Trinity College Dublin,8,Biological and related sciences,578.0,578.0,566.0,555.0,554.0,
TR061,Chemical Sciences,Trinity College Dublin,8,Physical sciences,558.0,555.0,535.0,532.0,543.0,
TR062,Geography and Geoscience,Trinity College Dublin,8,Physical sciences,495.0,487.0,494.0,445.0,472.0,
TR063,Physical Sciences,Trinity College Dublin,8,Physical sciences,554.0,553.0,525.0,525.0,538.0,
TR064,Environmental Science and Engineering,Trinity College Dublin,8,Environment,555.0,573.0,532.0,543.0,525.0,
TR072,Pharmacy,Trinity College Dublin,8,Health,613.0,613.0,613.0,613.0,601.0,
TR080,Global Business,Trinity College Dublin,8,Business and administration,613.0,601.0,602.0,601.0,602.0,
TR081,"Business, Economic and Social Studies (BESS)",Trinity College Dublin,8,Social and behavioural sciences,577.0,576.0,555.0,555.0,566.0,
TR084,Social Studies (Social Work),Trinity College Dublin,8,Welfare,497.0,485.0,462.0,444.0,456.0,
TR085,Business Studies and French,Trinity College Dublin,8,Business and administration,564.0,556.0,564.0,545.0,555.0,
TR086,Business Studies and German,Trinity College Dublin,8,Business and administration,530.0,541.0,498.0,488.0,521.0,
TR087,Business Studies and Russian,Trinity College Dublin,8,Business and administration,487.0,469.0,487.0,465.0,467.0,
TR089,Business Studies and Polish,Trinity College Dublin,8,Business and administration,391.0,431.0,463.0,478.0,476.0,
TR090,Business Studies and Spanish,Trinity College Dublin,8,Business and administration,566.0,576.0,578.0,568.0,556.0,
TR091,"General Nursing (Meath, St James`s and Naas)",Trinity College Dublin,8,Health,462.0,434.0,400.0,392.0,423.0,
TR093,"General Nursing (Adelaide School of Nursing,interview)",Trinity College Dublin,8,Health,473.0,422.0,398.0,346.0,407.0,
TR095,Mental Health Nursing,Trinity College Dublin,8,Health,442.0,400.0,353.0,341.0,370.0,
TR097,Intellectual Disability Nursing,Trinity College Dublin,8,Health,412.0,387.0,321.0,320.0,338.0,
TR801,Dental Nursing,Trinity College Dublin,7,Health,490.0,532.0,431.0,445.0,466.0,510.0
TR802,Dental Hygiene (interview),Trinity College Dublin,7,Health,577.0,601.0,589.0,534.0,590.0,625.0
TR803,Dental Technology (interview),Trinity College Dublin,7,Health,543.0,473.0,409.0,351.0,601.0,589.0
TR911,Children`s and General Nursing (Integrated),Trinity College Dublin,8,Health,531.0,532.0,488.0,509.0,529.0,
TR913,Midwifery,Trinity College Dublin,8,Health,521.0,498.0,509.0,500.0,510.0,
TU651,Applied Biology,Technological University Dublin,6,Biological and related sciences,361.0,338.0,252.0,252.0,255.0,227.0
TU652,Computing,Technological University Dublin,6,Information and Communication Technologies (ICTs),240.0,261.0,232.0,0.0,0.0,
TU654,Pharmacy Technician Studies,Technological University Dublin,6,Health,350.0,300.0,288.0,288.0,288.0,330.0
TU670,Business,Technological University Dublin,6,Business and administration,224.0,232.0,0.0,0.0,0.0,
TU678,Business (General Entry),Technological University Dublin,6,Business and administration,,,,251.0,252.0,
TU701,Automation Engineering and Robotics,Technological University Dublin,7,Engineering and engineering trades,243.0,252.0,263.0,253.0,255.0,352.0
TU703,Building Engineering,Technological University Dublin,7,Architecture and construction,273.0,283.0,240.0,242.0,301.0,361.0
TU704,Civil Engineering,Technological University Dublin,7,Architecture and construction,260.0,262.0,252.0,253.0,331.0,400.0
TU705,Electrical and Control Engineering,Technological University Dublin,7,Engineering and engineering trades,272.0,206.0,213.0,0.0,0.0,323.0
TU706,Electrical Services Engineering,Technological University Dublin,7,Engineering and engineering trades,245.0,0.0,0.0,0.0,0.0,311.0
TU708,Engineering (General Entry),Technological University Dublin,7,Engineering and engineering trades,0.0,0.0,0.0,0.0,300.0,300.0
TU709,Engineering (General Entry),Technological University Dublin,7,Engineering and engineering trades,400.0,405.0,405.0,405.0,451.0,478.0
TU713,Computer Engineering,Technological University Dublin,7,Engineering and engineering trades,222.0,260.0,255.0,241.0,242.0,222.0
TU714,Electronics and Communications Engineering,Technological University Dublin,7,Engineering and engineering trades,262.0,252.0,214.0,223.0,244.0,
TU716,Networking Technologies,Technological University Dublin,7,Engineering and engineering trades,249.0,250.0,226.0,240.0,251.0,205.0
TU717,Mechanical Engineering,Technological University Dublin,7,Engineering and engineering trades,301.0,300.0,289.0,260.0,330.0,433.0
TU720,Automotive Management and Technology,Technological University Dublin,7,Engineering and engineering trades,232.0,234.0,0.0,0.0,0.0,
TU721,Aviation Technology,Technological University Dublin,7,Engineering and engineering trades,302.0,300.0,300.0,320.0,360.0,390.0
TU722,Process Instrumentation and Automation (Learn and Work),Technological University Dublin,7,Engineering and engineering trades,346.0,381.0,352.0,385.0,301.0,
TU725,Mechanical Engineering (General Entry),Technological University Dublin,7,Engineering and engineering trades,222.0,170.0,0.0,0.0,0.0,
TU726,Electronic Engineering and Engineering Software (General Entry),Technological University Dublin,7,Engineering and engineering trades,215.0,281.0,217.0,208.0,210.0,209.0
TU731,"Auctioneering, Valuation and Estate Agency",Technological University Dublin,7,Business and administration,330.0,410.0,370.0,350.0,350.0,366.0
TU735,Sports Management and Coaching,Technological University Dublin,7,Personal services,270.0,290.0,290.0,280.0,260.0,245.0
TU736,Sports Science and Health,Technological University Dublin,7,Biological and related sciences,484.0,473.0,451.0,451.0,451.0,451.0
TU737,Sports Studies,Technological University Dublin,7,Biological and related sciences,250.0,300.0,300.0,301.0,301.0,302.0
TU741,Baking and Pastry Arts Management,Technological University Dublin,7,Personal services,231.0,233.0,0.0,0.0,0.0,
TU742,Culinary Arts,Technological University Dublin,7,Personal services,158.0,0.0,0.0,0.0,0.0,
TU745,Hospitality Management,Technological University Dublin,7,Personal services,252.0,209.0,208.0,206.0,213.0,
TU746,International Hospitality and Tourism Management,Technological University Dublin,7,Personal services,157.0,0.0,0.0,0.0,0.0,
TU747,Tourism Management,Technological University Dublin,7,Personal services,263.0,0.0,0.0,0.0,0.0,
TU751,Biosciences,Technological University Dublin,7,Biological and related sciences,418.0,451.0,430.0,410.0,377.0,400.0
TU752,DNA and Forensic Analysis,Technological University Dublin,7,Biological and related sciences,500.0,500.0,430.0,422.0,412.0,410.0
TU754,Industrial and Environmental Physics,Technological University Dublin,7,Physical sciences,273.0,279.0,299.0,250.0,241.0,250.0
TU755,Science (General Entry),Technological University Dublin,7,Physical sciences,361.0,300.0,300.0,280.0,330.0,401.0
TU756,Computing (General Entry),Technological University Dublin,7,Information and Communication Technologies (ICTs),201.0,205.0,234.0,210.0,213.0,
TU757,Computing (Information Technology),Technological University Dublin,7,Information and Communication Technologies (ICTs),227.0,268.0,267.0,272.0,260.0,204.0
TU758,Digital Forensics and Cyber Security,Technological University Dublin,7,Information and Communication Technologies (ICTs),223.0,290.0,318.0,280.0,270.0,270.0
TU760,Bioanalysis,Technological University Dublin,7,Biological and related sciences,360.0,327.0,307.0,300.0,300.0,336.0
TU761,Ophthalmic Dispensing,Technological University Dublin,7,Physical sciences,316.0,298.0,279.0,316.0,404.0,455.0
TU762,Medicinal Chemistry and Pharmaceutical Sciences,Technological University Dublin,7,Physical sciences,320.0,336.0,346.0,347.0,347.0,380.0
TU763,Pharmaceutical Science,Technological University Dublin,7,Biological and related sciences,391.0,431.0,390.0,352.0,356.0,368.0
TU767,Secure Networking and Cloud Technologies (Learn and Work),Technological University Dublin,7,Information and Communication Technologies (ICTs),,,,,306.0,241.0
TU772,Business (General Entry),Technological University Dublin,7,Business and administration,0.0,0.0,0.0,0.0,0.0,
TU781,Digital Marketing,Technological University Dublin,7,Business and administration,223.0,236.0,226.0,200.0,200.0,
TU782,Digital Marketing,Technological University Dublin,7,Business and administration,200.0,201.0,0.0,0.0,0.0,
TU787,Business (General Entry),Technological University Dublin,7,Business and administration,200.0,0.0,0.0,0.0,0.0,
TU788,Accounting and Finance,Technological University Dublin,7,Business and administration,231.0,232.0,202.0,201.0,204.0,205.0
TU790,Early Childhood Education and Care,Technological University Dublin,7,Welfare,223.0,205.0,0.0,0.0,0.0,
TU791,Applied Social Studies in Social Care,Technological University Dublin,7,Welfare,320.0,330.0,300.0,281.0,281.0,250.0
TU792,Community and Youth Development,Technological University Dublin,7,Social and behavioural sciences,0.0,0.0,0.0,0.0,0.0,
TU795,Visual Merchandising and Display (portfolio),Technological University Dublin,7,Arts,618.0,559.0,459.0,418.0,654.0,748.0
TU796,Creative Digital Media,Technological University Dublin,7,Arts,224.0,300.0,312.0,304.0,240.0,232.0
TU801,Sustainable Energy Engineering,Technological University Dublin,8,Engineering and engineering trades,235.0,235.0,235.0,236.0,243.0,234.0
TU802,Electrical Services and Energy Management,Technological University Dublin,8,Engineering and engineering trades,309.0,318.0,302.0,253.0,261.0,316.0
TU804,Engineering (General Entry),Technological University Dublin,8,Engineering and engineering trades,270.0,300.0,300.0,301.0,340.0,330.0
TU805,Engineering (General Entry),Technological University Dublin,8,Engineering and engineering trades,466.0,476.0,454.0,443.0,490.0,510.0
TU807,Computer Engineering in Mobile Systems,Technological University Dublin,8,Engineering and engineering trades,274.0,270.0,301.0,260.0,262.0,242.0
TU810,Mechatronic Engineering,Technological University Dublin,8,Engineering and engineering trades,271.0,272.0,261.0,261.0,301.0,316.0
TU811,Product Design,Technological University Dublin,8,Arts,440.0,440.0,421.0,423.0,412.0,462.0
TU828,Mechanical Engineering (General Entry),Technological University Dublin,8,Engineering and engineering trades,300.0,301.0,321.0,327.0,358.0,358.0
TU829,Electronic Engineering and Engineering Software (General Entry),Technological University Dublin,8,Engineering and engineering trades,248.0,260.0,235.0,244.0,252.0,233.0
TU831,Architectural Technology,Technological University Dublin,8,Architecture and construction,423.0,400.0,410.0,410.0,425.0,455.0
TU832,"Architecture (portfolio,interview)",Technological University Dublin,8,Architecture and construction,644.0,645.0,645.0,652.0,635.0,635.0
TU833,Construction Management,Technological University Dublin,8,Architecture and construction,396.0,415.0,410.0,400.0,430.0,451.0
TU835,Planning and Environmental Management,Technological University Dublin,8,Architecture and construction,330.0,360.0,347.0,316.0,360.0,381.0
TU836,Property Economics (Valuation Surveying),Technological University Dublin,8,Architecture and construction,411.0,430.0,430.0,411.0,425.0,441.0
TU837,Quantity Surveying and Construction Economics,Technological University Dublin,8,Architecture and construction,413.0,440.0,440.0,414.0,451.0,466.0
TU850,Data Science and Artificial Intelligence,Technological University Dublin,8,Information and Communication Technologies (ICTs),,,,403.0,434.0,424.0
TU851,Analytical Chemistry (Environmental Forensic and Pharmaceutical),Technological University Dublin,8,Physical sciences,400.0,402.0,422.0,304.0,311.0,317.0
TU852,Chemical Sciences with Medicinal Chemistry,Technological University Dublin,8,Physical sciences,477.0,454.0,454.0,423.0,422.0,444.0
TU854,Science (General Entry),Technological University Dublin,8,Biological and related sciences,510.0,500.0,474.0,440.0,445.0,474.0
TU855,Science with Nanotechnology,Technological University Dublin,8,Physical sciences,322.0,318.0,328.0,326.0,336.0,328.0
TU856,Computer Science,Technological University Dublin,8,Information and Communication Technologies (ICTs),499.0,485.0,485.0,454.0,443.0,423.0
TU857,Computer Science (Infrastructure),Technological University Dublin,8,Information and Communication Technologies (ICTs),403.0,415.0,441.0,410.0,351.0,351.0
TU858,Computer Science (International),Technological University Dublin,8,Information and Communication Technologies (ICTs),395.0,410.0,420.0,413.0,351.0,351.0
TU859,Computing (General Entry),Technological University Dublin,8,Information and Communication Technologies (ICTs),251.0,242.0,238.0,226.0,214.0,
TU860,Computing (Information Technology),Technological University Dublin,8,Information and Communication Technologies (ICTs),270.0,302.0,302.0,280.0,280.0,245.0
TU862,Computing with Machine Learning and Artificial Intelligence,Technological University Dublin,8,Information and Communication Technologies (ICTs),262.0,254.0,243.0,244.0,245.0,269.0
TU863,Digital Forensics and Cyber Security,Technological University Dublin,8,Information and Communication Technologies (ICTs),282.0,300.0,320.0,300.0,300.0,300.0
TU864,DNA and Forensic Analysis,Technological University Dublin,8,Biological and related sciences,500.0,462.0,440.0,430.0,412.0,425.0
TU865,Cloud Computing,Technological University Dublin,8,Information and Communication Technologies (ICTs),235.0,227.0,253.0,242.0,261.0,256.0
TU866,Biomedical and Molecular Diagnostics,Technological University Dublin,8,Mathematics and statistics,522.0,530.0,487.0,475.0,489.0,500.0
TU867,Medical Science,Technological University Dublin,8,Health,576.0,544.0,532.0,522.0,522.0,532.0
TU868,Clinical Measurement Science,Technological University Dublin,8,Health,542.0,520.0,474.0,477.0,500.0,511.0
TU869,Environmental Health,Technological University Dublin,8,Hygiene and occupational health services,387.0,346.0,298.0,300.0,320.0,308.0
TU870,Human Nutrition and Dietetics,Technological University Dublin,8,Health,601.0,578.0,556.0,555.0,533.0,510.0
TU871,Optometry,Technological University Dublin,8,Health,532.0,555.0,521.0,544.0,564.0,566.0
TU872,Public Health Nutrition,Technological University Dublin,8,Biological and related sciences,487.0,485.0,477.0,390.0,418.0,422.0
TU874,Mathematics and Statistics,Technological University Dublin,8,Mathematics and statistics,294.0,321.0,292.0,302.0,311.0,321.0
TU875,Pharmaceutical Healthcare,Technological University Dublin,8,Health,451.0,434.0,400.0,381.0,388.0,410.0
TU876,Pharmaceutical Science,Technological University Dublin,8,Biological and related sciences,445.0,440.0,380.0,383.0,371.0,391.0
TU877,Physics Technology,Technological University Dublin,8,Physical sciences,314.0,307.0,310.0,357.0,340.0,342.0
TU878,Physics with Energy and Environment,Technological University Dublin,8,Information and Communication Technologies (ICTs),339.0,399.0,395.0,363.0,430.0,392.0
TU879,Physics with Medical Physics and Bioengineering,Technological University Dublin,8,Health,346.0,346.0,321.0,339.0,329.0,301.0
TU880,Physics with Data Science,Technological University Dublin,8,Physical sciences,412.0,340.0,357.0,371.0,362.0,333.0
TU881,Food Science,Technological University Dublin,8,Arts,309.0,307.0,280.0,330.0,346.0,390.0
TU882,Nutraceuticals in Health and Nutrition,Technological University Dublin,8,Biological and related sciences,380.0,356.0,357.0,309.0,309.0,361.0
TU889,Biotechnology,Technological University Dublin,8,Biological and related sciences,,,,421.0,456.0,466.0
TU902,Business (General Entry),Technological University Dublin,8,Business and administration,270.0,270.0,260.0,214.0,218.0,211.0
TU903,Business and Management,Technological University Dublin,8,Business and administration,477.0,476.0,451.0,451.0,455.0,455.0
TU904,Business and Law,Technological University Dublin,8,Business and administration,462.0,475.0,451.0,445.0,455.0,455.0
TU905,Economics and Finance,Technological University Dublin,8,Social and behavioural sciences,460.0,443.0,423.0,423.0,436.0,444.0
TU906,Human Resource Management,Technological University Dublin,8,Business and administration,386.0,360.0,326.0,326.0,340.0,350.0
TU907,Logistics and Supply Chain Management,Technological University Dublin,8,Business and administration,300.0,301.0,310.0,307.0,260.0,302.0
TU910,Accounting,Technological University Dublin,8,Business and administration,420.0,401.0,380.0,380.0,380.0,380.0
TU912,Business Analytics,Technological University Dublin,8,Information and Communication Technologies (ICTs),331.0,322.0,326.0,338.0,338.0,338.0
TU914,Business Computing,Technological University Dublin,8,Information and Communication Technologies (ICTs),322.0,368.0,342.0,320.0,306.0,306.0
TU917,Law (LL.B.) with a Language,Technological University Dublin,8,Law,356.0,357.0,339.0,347.0,357.0,376.0
TU918,Law (LL.B.),Technological University Dublin,8,Law,463.0,440.0,420.0,420.0,420.0,430.0
TU919,Advertising and Marketing Communications,Technological University Dublin,8,Business and administration,219.0,209.0,210.0,218.0,218.0,230.0
TU920,Digital Marketing,Technological University Dublin,8,Business and administration,270.0,271.0,280.0,272.0,273.0,261.0
TU921,Digital Marketing Technologies,Technological University Dublin,8,Business and administration,230.0,227.0,226.0,226.0,218.0,
TU922,Marketing,Technological University Dublin,8,Business and administration,412.0,410.0,384.0,388.0,380.0,380.0
TU924,E-Commerce in Retailing,Technological University Dublin,8,Business and administration,307.0,307.0,242.0,252.0,251.0,234.0
TU925,Fashion and Retail Business,Technological University Dublin,8,Business and administration,307.0,307.0,282.0,,307.0,300.0
TU932,Business (General Entry),Technological University Dublin,8,Business and administration,211.0,210.0,211.0,200.0,209.0,227.0
TU933,Accounting and Finance,Technological University Dublin,8,Business and administration,251.0,255.0,261.0,260.0,261.0,311.0
TU935,Sports Management and Coaching,Technological University Dublin,8,Personal services,300.0,300.0,300.0,300.0,301.0,290.0
TU936,Sports Science and Health,Technological University Dublin,8,Biological and related sciences,484.0,473.0,451.0,451.0,465.0,476.0
TU942,Culinary Arts,Technological University Dublin,8,Personal services,252.0,236.0,192.0,224.0,211.0,306.0
TU951,International Hospitality and Tourism Management,Technological University Dublin,8,Personal services,244.0,267.0,226.0,238.0,246.0,232.0
TU952,International Hospitality Management,Technological University Dublin,8,Personal services,309.0,251.0,220.0,269.0,255.0,244.0
TU953,Tourism and Digital Marketing,Technological University Dublin,8,Personal services,308.0,290.0,260.0,227.0,246.0,251.0
TU954,Event Management,Technological University Dublin,8,Personal services,326.0,326.0,292.0,293.0,300.0,306.0
TU955,Sports and Leisure Management,Technological University Dublin,8,Personal services,275.0,252.0,262.0,235.0,301.0,301.0
TU961,Commercial Modern Music (BIMM - audition),Technological University Dublin,8,Arts,536.0,614.0,602.0,504.0,585.0,468.0
TU962,Drama (Performance - audition),Technological University Dublin,8,Arts,448.0,362.0,369.0,411.0,449.0,407.0
TU965,International Business and Languages,Technological University Dublin,8,Languages,357.0,301.0,298.0,291.0,290.0,279.0
TU973,Design - Visual Communication (portfolio),Technological University Dublin,8,Arts,700.0,527.0,695.0,847.0,654.0,674.0
TU974,Fine Art (portfolio),Technological University Dublin,8,Arts,549.0,495.0,665.0,712.0,701.0,689.0
TU975,Interior Design (portfolio),Technological University Dublin,8,Arts,544.0,540.0,638.0,709.0,862.0,630.0
TU976,Photography,Technological University Dublin,8,Arts,700.0,671.0,848.0,304.0,301.0,300.0
TU978,Creative Industries and Visual Culture,Technological University Dublin,8,Arts,299.0,274.0,248.0,265.0,273.0,263.0
TU981,Creative Digital Media,Technological University Dublin,8,Arts,280.0,311.0,326.0,327.0,280.0,275.0
TU982,Media Production and Digital Arts,Technological University Dublin,8,Arts,369.0,368.0,300.0,283.0,283.0,261.0
TU983,Film and Broadcasting,Technological University Dublin,8,Arts,462.0,462.0,464.0,430.0,430.0,469.0
TU984,Game Design,Technological University Dublin,8,Information and Communication Technologies (ICTs),414.0,468.0,420.0,454.0,402.0,435.0
TU985,Journalism,Technological University Dublin,8,Journalism and information,367.0,377.0,330.0,301.0,328.0,367.0
TU989,Early Childhood Education and Care (Campus Options),Technological University Dublin,8,Welfare,270.0,260.0,260.0,261.0,262.0,251.0
TU991,Applied Social Studies in Social Care,Technological University Dublin,8,Welfare,326.0,341.0,308.0,303.0,300.0,301.0
TU992,Community Development and Youth Work,Technological University Dublin,8,Social and behavioural sciences,251.0,249.0,235.0,237.0,244.0,244.0
TU995,Early Childhood Education,Technological University Dublin,8,Education,378.0,340.0,310.0,310.0,307.0,346.0
TU996,Social Care,Technological University Dublin,8,Welfare,407.0,370.0,366.0,363.0,350.0,390.0
TU997,Applied Social Care,Technological University Dublin,8,Welfare,320.0,300.0,300.0,301.0,280.0,307.0
US610,Accounting and Finance,Technological University of the Shannon,6,Business and administration,,,344.0,348.0,229.0,241.0
US612,Business Studies (Marketing and Management),Technological University of the Shannon,6,Business and administration,,,308.0,316.0,216.0,225.0
US630,Culinary Arts,Technological University of the Shannon,6,Personal services,,,180.0,,147.0,186.0
US631,Culinary Arts,Technological University of the Shannon,6,Personal services,,,231.0,200.0,201.0,
US640,Sports Development and Coaching,Technological University of the Shannon,6,Personal services,,,170.0,179.0,161.0,170.0
US651,Agricultural Mechanisation (in Year 1 students - four days at Pallaskenry Ag College and one day at TUS Limerick),Technological University of the Shannon,6,Engineering and engineering trades,,,224.0,254.0,257.0,226.0
US660,Pharmacy Technician,Technological University of the Shannon,6,Health,,,261.0,252.0,226.0,387.0
US661,Dental Nursing,Technological University of the Shannon,6,Health,,,270.0,270.0,289.0,347.0
US700,Graphic Design (portfolio),Technological University of the Shannon,7,Arts,,,733.0,765.0,830.0,862.0
