Course Title,Course Code,R1 Points,HE Institution,AQA,Year,Points,Course Level,Category
BCL Law and Languages,MH503,400,Maynooth University,FALSE,2026,400,8,Law
Criminology,MH504,380,Maynooth University,FALSE,2026,380,8,Law
Computer Science through Arts,MH601,347,Maynooth University,FALSE,2026,347,8,Information and Communication Technologies (ICTs)
Computer Science through Science,MH602,343,Maynooth University,FALSE,2026,343,8,Information and Communication Technologies (ICTs)
Computational Thinking,MH603,,Maynooth University,FALSE,2026,,8,Information and Communication Technologies (ICTs)
General Nursing,MH701,430,Maynooth University,FALSE,2026,430,8,Health
"Arts (part-time, flexible learning)                                        #",MH804,,Maynooth University,FALSE,2026,,8,Arts
Strength and Conditioning,SC801,261,Setanta College,FALSE,2026,261,8,Personal services
Accounting and Finance [Limerick],US610,241,Technological University of the Shannon,FALSE,2026,241,6,Business and administration
Business Studies (Marketing and Management) [Limerick],US612,225,Technological University of the Shannon,FALSE,2026,225,6,Business and administration
Culinary Arts [Athlone],US630,186,Technological University of the Shannon,FALSE,2026,186,6,Personal services
Sports Development and Coaching [Limerick],US640,170,Technological University of the Shannon,FALSE,2026,170,6,Personal services
Agricultural Mechanisation (in Year 1 students - four days at Pallaskenr,US651,226,Technological University of the Shannon,FALSE,2026,226,6,Engineering and engineering trades
Pharmacy Technician [Athlone],US660,387,Technological University of the Shannon,FALSE,2026,387,6,Health
Dental Nursing [Athlone],US661,347,Technological University of the Shannon,FALSE,2026,347,6,Health
Graphic Design [Portfolio] [Athlone],US700,862,Technological University of the Shannon,FALSE,2026,862,7,Arts
Digital Animation [Portfolio] [Clonmel],US701,707,Technological University of the Shannon,FALSE,2026,707,7,Arts
Creative Broadcast and Film Production [Limerick],US702,243,Technological University of the Shannon,FALSE,2026,243,7,Arts
Music Production and Technology [Limerick],US703,246,Technological University of the Shannon,FALSE,2026,246,7,Arts
Music and Sound Engineering [Athlone],US704,290,Technological University of the Shannon,FALSE,2026,290,7,Arts
Music and the Live Events Industry [Athlone],US705,244,Technological University of the Shannon,FALSE,2026,244,7,Arts
Game Art and Design [Portfolio] [Clonmel],US706,846,Technological University of the Shannon,FALSE,2026,846,7,Arts
"Visual Effects for Film, TV and Animation [Portfolio] [Clonmel]",US707,,Technological University of the Shannon,FALSE,2026,,7,Arts
Computing [Limerick],US710,197,Technological University of the Shannon,FALSE,2026,197,7,Information and Communication Technologies (ICTs)
Computer Engineering with Network Infrastructure [Athlone],US711,283,Technological University of the Shannon,FALSE,2026,283,7,Information and Communication Technologies (ICTs)
Software Design with Artificial Intelligence for Cloud Computing [Athlon,US712,250,Technological University of the Shannon,FALSE,2026,250,7,Information and Communication Technologies (ICTs)
Software Design with Virtual Reality and Gaming [Athlone],US713,271,Technological University of the Shannon,FALSE,2026,271,7,Information and Communication Technologies (ICTs)
Computer Engineering [Athlone],US714,205,Technological University of the Shannon,FALSE,2026,205,7,Information and Communication Technologies (ICTs)
Software Design with Digitalisation [Athlone],US715,252,Technological University of the Shannon,FALSE,2026,252,7,Information and Communication Technologies (ICTs)
Business [Athlone],US720,297,Technological University of the Shannon,FALSE,2026,297,7,Business and administration
Business [Thurles],US721,170,Technological University of the Shannon,FALSE,2026,170,7,Business and administration
Enterprise and Innovation [Limerick],US723,188,Technological University of the Shannon,FALSE,2026,188,7,Business and administration
Digital Marketing [Athlone],US724,187,Technological University of the Shannon,FALSE,2026,187,7,Business and administration
Applied Biology [Limerick],US730,368,Technological University of the Shannon,FALSE,2026,368,7,Biological and related sciences
Biotechnology [Athlone],US731,252,Technological University of the Shannon,FALSE,2026,252,7,Biological and related sciences
Forensic and Pharmaceutical Sciences [Limerick],US732,357,Technological University of the Shannon,FALSE,2026,357,7,Physical sciences
Pharmaceutical Sciences (Drug Development and Analysis) [Athlone],US733,260,Technological University of the Shannon,FALSE,2026,260,7,Physical sciences
Medical Technology [Limerick],US735,402,Technological University of the Shannon,FALSE,2026,402,7,Health
Veterinary Nursing [Athlone],US738,409,Technological University of the Shannon,FALSE,2026,409,7,Veterinary
Agricultural Science and Sustainability [Thurles],US740,300,Technological University of the Shannon,FALSE,2026,300,7,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary"
Electrical Engineering [Limerick],US750,251,Technological University of the Shannon,FALSE,2026,251,7,Engineering and engineering trades
Electronic Engineering with Computer Systems [Limerick],US751,339,Technological University of the Shannon,FALSE,2026,339,7,Engineering and engineering trades
Renewable and Electrical Energy Engineering [Limerick],US752,270,Technological University of the Shannon,FALSE,2026,270,7,Engineering and engineering trades
Robotics and Automation Engineering [Limerick],US753,244,Technological University of the Shannon,FALSE,2026,244,7,Engineering and engineering trades
Civil Engineering [Limerick],US760,190,Technological University of the Shannon,FALSE,2026,190,7,Architecture and construction
Civil Engineering [Athlone],US761,234,Technological University of the Shannon,FALSE,2026,234,7,Architecture and construction
Agricultural Engineering [Limerick],US769,272,Technological University of the Shannon,FALSE,2026,272,7,Engineering and engineering trades
Mechanical Engineering [Limerick],US771,289,Technological University of the Shannon,FALSE,2026,289,7,Engineering and engineering trades
Engineering (Common Entry) [Athlone],US773,336,Technological University of the Shannon,FALSE,2026,336,7,Engineering and engineering trades
Animation and Illustration [Portfolio] [Athlone],US778,665,Technological University of the Shannon,FALSE,2026,665,7,Arts
Engineering Technology Management [Limerick],US779,232,Technological University of the Shannon,FALSE,2026,232,7,Information and Communication Technologies (ICTs)
Early Childhood Education and Care [Athlone],US780,306,Technological University of the Shannon,FALSE,2026,306,7,Welfare
Social Care Work [Ennis],US781,339,Technological University of the Shannon,FALSE,2026,339,7,Welfare
Applied Social Studies in Social Care [Athlone],US782,214,Technological University of the Shannon,FALSE,2026,214,7,Welfare
Early Childhood Education and Care [Limerick],US783,273,Technological University of the Shannon,FALSE,2026,273,7,Welfare
Applied Sports Science with Sport and Exercise Nutrition [Thurles],US784,219,Technological University of the Shannon,FALSE,2026,219,7,Personal services
Sports Development and Performance [Limerick],US785,209,Technological University of the Shannon,FALSE,2026,209,7,Personal services
Applied Sport Science Strength and Conditioning [Thurles],US786,242,Technological University of the Shannon,FALSE,2026,242,7,Personal services
Business Studies with Sports Management [Limerick],US787,225,Technological University of the Shannon,FALSE,2026,225,7,Business and administration
Exercise and Health Science [Athlone],US788,210,Technological University of the Shannon,FALSE,2026,210,7,Personal services
Applied Sport Science with Performance Technology [Thurles],US789,233,Technological University of the Shannon,FALSE,2026,233,7,Biological and related sciences
Business Studies with Event Management [Limerick],US791,189,Technological University of the Shannon,FALSE,2026,189,7,Business and administration
Business Studies with Beauty and Spa Management [Limerick],US792,173,Technological University of the Shannon,FALSE,2026,173,7,Personal services
Business Studies with Event Mangement [Athlone],US793,242,Technological University of the Shannon,FALSE,2026,242,7,Business and administration
Business with Fashion Management [Limerick],US794,217,Technological University of the Shannon,FALSE,2026,217,7,Business and administration
Culinary Arts [Limerick],US795,222,Technological University of the Shannon,FALSE,2026,222,7,Personal services
Design [Carlow],SE209,250,South East Technological University,FALSE,2026,250,7,Arts
Visual Communications and Design [Wexford],SE210,245,South East Technological University,FALSE,2026,245,7,Arts
Art [Portfolio] [Wexford - Hill Street],SE211,700,South East Technological University,FALSE,2026,700,7,Arts
TV and Media Production [Carlow],SE212,272,South East Technological University,FALSE,2026,272,7,Arts
Content Creation and Social Media [Carlow],SE301,244,South East Technological University,FALSE,2026,244,7,Information and Communication Technologies (ICTs)
Business [Carlow],SE414,214,South East Technological University,FALSE,2026,214,7,Business and administration
Business [Waterford],SE415,211,South East Technological University,FALSE,2026,211,7,Business and administration
Business [Wexford],SE416,198,South East Technological University,FALSE,2026,198,7,Business and administration
Public Relations and Media [Carlow],SE417,207,South East Technological University,FALSE,2026,207,7,Journalism and information
Digital Marketing with Analytics [Carlow],SE418,227,South East Technological University,FALSE,2026,227,7,Business and administration
Fashion Buying and Retail Management [Waterford],SE419,210,South East Technological University,FALSE,2026,210,7,Business and administration
Business (Campus Options) [Carlow or Waterford or Wexford],SE420,,South East Technological University,TRUE,2026,,6,Business and administration
Business with Law [Carlow],SE421,250,South East Technological University,FALSE,2026,250,6,Business and administration
Legal Studies [Waterford],SE422,216,South East Technological University,FALSE,2026,216,6,Law
Legal Studies [Carlow],SE423,215,South East Technological University,FALSE,2026,215,6,Law
Forestry [Waterford],SE505,254,South East Technological University,FALSE,2026,254,7,Forestry 
Horticulture [Waterford - Kildalton],SE506,310,South East Technological University,FALSE,2026,310,7,Agriculture
Horticulture [Dublin - Natnl Botanic Gardens],SE507,,South East Technological University,TRUE,2026,,7,Agriculture
Agriculture [Waterford],SE508,318,South East Technological University,FALSE,2026,318,7,Agriculture
Sustainable Farm Management and Agribusiness [Wexford],SE509,167,South East Technological University,FALSE,2026,167,7,Agriculture
Food Science [Waterford],SE510,366,South East Technological University,FALSE,2026,366,7,Biological and related sciences
Pharmaceutical Science [Waterford],SE511,228,South East Technological University,FALSE,2026,228,7,Physical sciences
Science [Waterford],SE512,291,South East Technological University,FALSE,2026,291,7,Biological and related sciences
Analytical Science [Carlow],SE513,368,South East Technological University,FALSE,2026,368,7,Physical sciences
Molecular Biology with Biopharmaceutical Science [Waterford],SE514,268,South East Technological University,FALSE,2026,268,7,Biological and related sciences
Biosciences [Carlow],SE515,244,South East Technological University,FALSE,2026,244,7,Biological and related sciences
Science - Applied Biology or Applied Chemistry [Carlow],SE516,307,South East Technological University,FALSE,2026,307,6,Biological and related sciences
Applied Microbiology [Carlow],SE520,280,South East Technological University,FALSE,2026,280,7,Biological and related sciences
Software Development [Carlow],SE609,255,South East Technological University,FALSE,2026,255,7,Information and Communication Technologies (ICTs)
Software Systems Development [Waterford],SE610,242,South East Technological University,FALSE,2026,242,7,Information and Communication Technologies (ICTs)
Creative Computing [Waterford],SE611,236,South East Technological University,FALSE,2026,236,7,Information and Communication Technologies (ICTs)
Cyber Crime and IT Security [Carlow],SE612,225,South East Technological University,FALSE,2026,225,7,Information and Communication Technologies (ICTs)
Information Technology [Waterford],SE613,,South East Technological University,TRUE,2026,,7,Information and Communication Technologies (ICTs)
Information Technology Management [Carlow],SE614,,South East Technological University,TRUE,2026,,7,Information and Communication Technologies (ICTs)
Computing in Interactive Digital Art and Design [Carlow],SE615,223,South East Technological University,FALSE,2026,223,7,Arts
Computing - Applications or Programming [Carlow],SE616,269,South East Technological University,FALSE,2026,269,6,Information and Communication Technologies (ICTs)
Computer Games Programming [Carlow],SE618,309,South East Technological University,FALSE,2026,309,7,Information and Communication Technologies (ICTs)
Architectural Technology [Waterford - Granary],SE716,244,South East Technological University,FALSE,2026,244,7,Architecture and construction
Architectural Technology [Carlow],SE717,292,South East Technological University,FALSE,2026,292,7,Architecture and construction
Civil Engineering [Carlow],SE719,242,South East Technological University,FALSE,2026,242,7,Architecture and construction
Electrical Engineering [Waterford],SE720,215,South East Technological University,FALSE,2026,215,7,Engineering and engineering trades
Electronic Engineering [Waterford],SE721,224,South East Technological University,FALSE,2026,224,7,Engineering and engineering trades
Electronic Engineering [Carlow],SE722,261,South East Technological University,FALSE,2026,261,7,Engineering and engineering trades
Mechanical Engineering [Waterford],SE723,200,South East Technological University,FALSE,2026,200,7,Engineering and engineering trades
Mechanical Engineering [Carlow],SE724,407,South East Technological University,FALSE,2026,407,7,Engineering and engineering trades
Manufacturing Engineering [Waterford],SE725,330,South East Technological University,FALSE,2026,330,7,Engineering and engineering trades
Construction Management [Carlow],SE726,264,South East Technological University,FALSE,2026,264,7,Architecture and construction
Biomedical Electronics [Carlow],SE727,356,South East Technological University,FALSE,2026,356,7,Engineering and engineering trades
Robotics and Automated Systems [Carlow],SE728,290,South East Technological University,FALSE,2026,290,7,Engineering and engineering trades
Aircraft Systems [Carlow],SE729,421,South East Technological University,FALSE,2026,421,7,Engineering and engineering trades
Electronic Engineering [Waterford],SE730,487,South East Technological University,FALSE,2026,487,6,Engineering and engineering trades
Mechanical Engineering [Waterford],SE731,224,South East Technological University,FALSE,2026,224,6,Engineering and engineering trades
Tourism and Hospitality Services [Waterford],SE924,191,South East Technological University,FALSE,2026,191,7,Personal services
Tourism and Event Management [Wexford],SE925,271,South East Technological University,FALSE,2026,271,7,Personal services
Professional Social Care Practice [Carlow],SE926,193,South East Technological University,FALSE,2026,193,7,Welfare
Applied Social Care [Waterford - College Street],SE927,188,South East Technological University,FALSE,2026,188,7,Welfare
Applied Health Care [Waterford],SE928,226,South East Technological University,FALSE,2026,226,7,Health
Sport Coaching and Business Management (Gaelic Games) [Portfolio] [Carlo,SE929,700,South East Technological University,FALSE,2026,700,7,Personal services
Sport Coaching and Business Management (Rugby) [Portfolio] [Carlow],SE930,700,South East Technological University,FALSE,2026,700,7,Personal services
Sport Coaching and Business Management (Football) [Portfolio] [Carlow],SE931,700,South East Technological University,FALSE,2026,700,7,Personal services
"Sport, Business and Coaching [Carlow]",SE932,251,South East Technological University,FALSE,2026,251,7,Personal services
Recreation and Sport Management [Waterford],SE933,206,South East Technological University,FALSE,2026,206,7,Personal services
Early Childhood Education and Practice [Wexford],SE934,,South East Technological University,TRUE,2026,,7,Welfare
Early Childhood Education and Practice [Carlow],SE935,214,South East Technological University,FALSE,2026,214,7,Welfare
Physiology and Health Science [Carlow],SE936,430,South East Technological University,FALSE,2026,430,6,Health
Pharmacy Technician Studies [Carlow],SE937,210,South East Technological University,FALSE,2026,210,6,Health
Culinary Arts [Waterford],SE938,179,South East Technological University,FALSE,2026,179,6,Personal services
Recreation and Leisure Management [Cork],MT510,327,Munster Technological University,FALSE,2026,327,7,Personal services
"Health, Sport and Exercise Sciences [Kerry]",MT511,254,Munster Technological University,FALSE,2026,254,7,Personal services
Health and Exercise Sciences with Massage Therapy [Kerry],MT512,301,Munster Technological University,FALSE,2026,301,7,Personal services
Business (Common Entry) [Kerry],MT541,233,Munster Technological University,FALSE,2026,233,7,Business and administration
Business (Common Entry) [Cork],MT550,241,Munster Technological University,FALSE,2026,241,7,Business and administration
Tourism Management [Cork],MT552,215,Munster Technological University,FALSE,2026,215,7,Personal services
Hospitality Management [Cork],MT554,210,Munster Technological University,FALSE,2026,210,7,Personal services
Culinary Leadership and Management [Cork],MT558,242,Munster Technological University,FALSE,2026,242,7,Business and administration
Early Childhood Education and Care [Kerry],MT571,222,Munster Technological University,FALSE,2026,222,7,Welfare
Social Care Work [Cork],MT573,295,Munster Technological University,FALSE,2026,295,7,Welfare
Social Care [Kerry],MT574,265,Munster Technological University,FALSE,2026,265,7,Welfare
Biological and Environmental Studies [Kerry],MT680,286,Munster Technological University,FALSE,2026,286,6,Environment
Pharmacy Technician [Kerry],MT682,223,Munster Technological University,FALSE,2026,223,6,Health
Software Development [Cork],MT700,343,Munster Technological University,FALSE,2026,343,7,Information and Communication Technologies (ICTs)
Computing (Common Entry) [Kerry],MT703,240,Munster Technological University,FALSE,2026,240,7,Information and Communication Technologies (ICTs)
Information Technology and Cybersecurity [Cork],MT705,320,Munster Technological University,FALSE,2026,320,7,Information and Communication Technologies (ICTs)
Animation and Visual Storytelling (Portfolio) [Kerry],MT711,400,Munster Technological University,FALSE,2026,400,7,Arts
Civil Engineering [Cork],MT731,380,Munster Technological University,FALSE,2026,380,7,Architecture and construction
Civil Engineering [Kerry],MT732,303,Munster Technological University,FALSE,2026,303,7,Architecture and construction
Mechanical Engineering [Cork],MT736,361,Munster Technological University,FALSE,2026,361,7,Engineering and engineering trades
Biomedical Engineering [Cork],MT739,381,Munster Technological University,FALSE,2026,381,7,Health
Electrical Engineering [Cork],MT745,340,Munster Technological University,FALSE,2026,340,7,Engineering and engineering trades
Electronic Engineering [Cork],MT746,310,Munster Technological University,FALSE,2026,310,7,Engineering and engineering trades
Automotive Technology and Management [Cork],MT747,282,Munster Technological University,FALSE,2026,282,7,Transport services
Agriculture (In year one students spend two days in Clonakilty Agricultu,MT750,371,Munster Technological University,FALSE,2026,371,7,Agriculture
Construction  (Common Entry) [Cork],MT758,380,Munster Technological University,FALSE,2026,380,7,Architecture and construction
Architectural Technology [Cork],MT759,327,Munster Technological University,FALSE,2026,327,7,Architecture and construction
Interior Architecture [Cork],MT760,350,Munster Technological University,FALSE,2026,350,7,Arts
Environmental Engineering [Cork],MT761,307,Munster Technological University,FALSE,2026,307,7,Engineering and engineering trades
Marine Engineering [NMCI Ringaskiddy],MT764,242,Munster Technological University,FALSE,2026,242,7,Engineering and engineering trades
Marine Electrotechnology [NMCI Ringaskiddy],MT765,245,Munster Technological University,FALSE,2026,245,7,Engineering and engineering trades
Nautical Science [NMCI Ringaskiddy],MT766,241,Munster Technological University,FALSE,2026,241,7,Transport services
Physical Sciences (Common Entry) [Cork],MT770,356,Munster Technological University,FALSE,2026,356,7,Physical sciences
Pharmaceutical Science (Degree Award option - Biopharmaceutics) [Kerry],MT772,293,Munster Technological University,FALSE,2026,293,7,Physical sciences
Analytical and Pharmaceutical Chemistry [Cork],MT774,351,Munster Technological University,FALSE,2026,351,7,Physical sciences
Applied Biosciences [Cork],MT775,440,Munster Technological University,FALSE,2026,440,7,Biological and related sciences
Agricultural Science [Kerry],MT777,288,Munster Technological University,FALSE,2026,288,7,Biological and related sciences
Animal Bioscience [Kerry],MT781,301,Munster Technological University,FALSE,2026,301,7,Veterinary
Applied Physics and Instrumentation [Cork],MT782,347,Munster Technological University,FALSE,2026,347,7,Physical sciences
Veterinary Nursing [Kerry],MT784,391,Munster Technological University,FALSE,2026,391,7,Veterinary
Health Science with Physiotherapy Studies [Letterkenny],AU170,488,Atlantic Technological University,FALSE,2026,488,6,Health
Health Science with Occupational Therapy Studies [Letterkenny],AU171,487,Atlantic Technological University,FALSE,2026,487,6,Health
Health Science with Dietetics Studies [Letterkenny],AU172,357,Atlantic Technological University,FALSE,2026,357,6,Health
Dental Nursing [Letterkenny],AU173,274,Atlantic Technological University,FALSE,2026,274,6,Health
Pharmacy Technician [Letterkenny],AU174,233,Atlantic Technological University,FALSE,2026,233,6,Health
"Early Childhood Care, Health and Education [Letterkenny]",AU190,232,Atlantic Technological University,FALSE,2026,232,6,Welfare
Business - Common Entry [Letterkenny],AU200,188,Atlantic Technological University,FALSE,2026,188,7,Business and administration
Law with Criminal Justice [Letterkenny],AU210,231,Atlantic Technological University,FALSE,2026,231,7,Law
Culinary Arts [Killybegs],AU220,238,Atlantic Technological University,FALSE,2026,238,7,Personal services
Tourism and Hospitality Operations [Letterkenny],AU221,187,Atlantic Technological University,FALSE,2026,187,7,Personal services
Sport and Exercise [Letterkenny],AU222,261,Atlantic Technological University,FALSE,2026,261,7,Personal services
Design - Common Entry [Letterkenny],AU234,237,Atlantic Technological University,FALSE,2026,237,7,Arts
Quantity Surveying [Letterkenny],AU240,252,Atlantic Technological University,FALSE,2026,252,7,Architecture and construction
Civil Engineering [Letterkenny],AU241,290,Atlantic Technological University,FALSE,2026,290,7,Architecture and construction
Construction - Common Entry [Letterkenny],AU242,204,Atlantic Technological University,FALSE,2026,204,7,Architecture and construction
Building Engineering - Common Entry [Letterkenny],AU243,263,Atlantic Technological University,FALSE,2026,263,7,Architecture and construction
Mechanical Engineering [Letterkenny],AU251,280,Atlantic Technological University,FALSE,2026,280,7,Engineering and engineering trades
Computer Games Development [Letterkenny],AU260,245,Atlantic Technological University,FALSE,2026,245,7,Information and Communication Technologies (ICTs)
Computing [Letterkenny],AU261,168,Atlantic Technological University,FALSE,2026,168,7,Information and Communication Technologies (ICTs)
Cybersecurity and Digital Forensics [Letterkenny],AU262,244,Atlantic Technological University,FALSE,2026,244,7,Information and Communication Technologies (ICTs)
Science - Common Entry [Letterkenny],AU270,220,Atlantic Technological University,FALSE,2026,220,7,Biological and related sciences
Veterinary Nursing [Letterkenny],AU271,370,Atlantic Technological University,FALSE,2026,370,7,Veterinary
Agriculture [Letterkenny],AU272,260,Atlantic Technological University,FALSE,2026,260,7,Agriculture
Business [Galway],AU401,179,Atlantic Technological University,FALSE,2026,179,6,Business and administration
Heritage [Galway],AU425,224,Atlantic Technological University,FALSE,2026,224,6,Social and behavioural sciences
Business in Tourism [Galway],AU426,,Atlantic Technological University,FALSE,2026,,6,Personal services
Culinary Arts Professional Chef Programme [Galway],AU429,182,Atlantic Technological University,FALSE,2026,182,6,Personal services
Early Childhood Education and Care [Castlebar],AU491,185,Atlantic Technological University,FALSE,2026,185,6,Education
Business [Galway],AU501,225,Atlantic Technological University,FALSE,2026,225,7,Business and administration
Business Information Systems [Galway],AU502,225,Atlantic Technological University,FALSE,2026,225,7,Information and Communication Technologies (ICTs)
Marketing and Sales [Galway],AU503,220,Atlantic Technological University,FALSE,2026,220,7,Business and administration
Agri-Business Management [Mountbellew],AU506,231,Atlantic Technological University,FALSE,2026,231,7,Agriculture
Art [Portfolio] [Galway],AU518,423,Atlantic Technological University,FALSE,2026,423,7,Arts
Design - Common Entry [Galway],AU519,232,Atlantic Technological University,FALSE,2026,232,7,Arts
Gastronomy Science and Food Innovation [Galway],AU531,247,Atlantic Technological University,FALSE,2026,247,7,Manufacturing and processing
"Tourism, Hospitality & Event Management - Common Entry [Galway]",AU532,241,Atlantic Technological University,FALSE,2026,241,7,Personal services
Architectural Technology [Galway],AU537,302,Atlantic Technological University,FALSE,2026,302,7,Architecture and construction
Software and Electronic Engineering [Galway],AU542,251,Atlantic Technological University,FALSE,2026,251,7,Engineering and engineering trades
Mechanical Engineering [Galway],AU545,372,Atlantic Technological University,FALSE,2026,372,7,Engineering and engineering trades
Biomedical Engineering [Galway],AU547,374,Atlantic Technological University,FALSE,2026,374,7,Engineering and engineering trades
Engineering - Common Entry [Galway],AU549,371,Atlantic Technological University,FALSE,2026,371,7,Engineering and engineering trades
Applied Freshwater and Marine Biology [Galway],AU555,304,Atlantic Technological University,FALSE,2026,304,7,Biological and related sciences
Science - Common Entry [Galway],AU556,282,Atlantic Technological University,FALSE,2026,282,7,Biological and related sciences
Agriculture and Environmental Management [Mountbellew],AU557,261,Atlantic Technological University,FALSE,2026,261,7,Agriculture
Applied Biology and Biopharmaceutical Science [Galway],AU569,290,Atlantic Technological University,FALSE,2026,290,7,Biological and related sciences
Computing in Software Development [Galway],AU576,241,Atlantic Technological University,FALSE,2026,241,7,Information and Communication Technologies (ICTs)
Computing and Digital Media [Galway],AU577,243,Atlantic Technological University,FALSE,2026,243,7,Information and Communication Technologies (ICTs)
"Furniture Design, Making and Technology - Common Entry [Letterfrack]",AU583,337,Atlantic Technological University,FALSE,2026,337,7,Arts
Outdoor Education [Castlebar],AU590,208,Atlantic Technological University,FALSE,2026,208,7,Personal services
Applied Social Care [Castlebar],AU593,260,Atlantic Technological University,FALSE,2026,260,7,Welfare
Computing [Sligo],AU725,180,Atlantic Technological University,FALSE,2026,180,6,Information and Communication Technologies (ICTs)
Science [Sligo],AU730,199,Atlantic Technological University,FALSE,2026,199,6,Biological and related sciences
Business [Sligo],AU800,188,Atlantic Technological University,FALSE,2026,188,7,Business and administration
Marketing [Sligo],AU802,224,Atlantic Technological University,FALSE,2026,224,7,Business and administration
International Tourism and Event Management [Sligo],AU803,235,Atlantic Technological University,FALSE,2026,235,7,Personal services
Applied Sport with Business [Sligo],AU804,221,Atlantic Technological University,FALSE,2026,221,7,Personal services
Interior Architecture and Design [Sligo],AU820,270,Atlantic Technological University,FALSE,2026,270,7,Architecture and construction
Creative Design [Sligo],AU821,172,Atlantic Technological University,FALSE,2026,172,7,Arts
Fine Art [Portfolio] [Sligo],AU822,306,Atlantic Technological University,FALSE,2026,306,7,Arts
Performing Arts [Sligo],AU823,260,Atlantic Technological University,FALSE,2026,260,7,Arts
Engineering - Common  Entry [Sligo],AU830,280,Atlantic Technological University,FALSE,2026,280,7,Engineering and engineering trades
Mechatronic Engineering [Sligo],AU831,280,Atlantic Technological University,FALSE,2026,280,7,Engineering and engineering trades
Mechanical Engineering [Sligo],AU833,289,Atlantic Technological University,FALSE,2026,289,7,Engineering and engineering trades
Civil Engineering [Sligo],AU835,280,Atlantic Technological University,FALSE,2026,280,7,Architecture and construction
Quantity Surveying [Sligo],AU836,250,Atlantic Technological University,FALSE,2026,250,7,Architecture and construction
Advanced Wood and Sustainable Building Technology [Sligo],AU837,245,Atlantic Technological University,FALSE,2026,245,7,Architecture and construction
Computing - Common Entry [Sligo],AU845,249,Atlantic Technological University,FALSE,2026,249,7,Information and Communication Technologies (ICTs)
Games Development [Sligo],AU848,241,Atlantic Technological University,FALSE,2026,241,7,Information and Communication Technologies (ICTs)
Environmental Science with Ecology [Sligo],AU855,260,Atlantic Technological University,FALSE,2026,260,7,Environment
Occupational Safety and Health [Sligo],AU856,261,Atlantic Technological University,FALSE,2026,261,7,Hygiene and occupational health services
Pharmaceutical Science with Drug Development [Sligo],AU857,260,Atlantic Technological University,FALSE,2026,260,7,Physical sciences
Biomedical Science [Sligo],AU858,260,Atlantic Technological University,FALSE,2026,260,7,Health
Forensic Investigation and Analysis [Sligo],AU859,261,Atlantic Technological University,FALSE,2026,261,7,Biological and related sciences
Health Science and Physiology [Sligo],AU861,311,Atlantic Technological University,FALSE,2026,311,7,Health
Human Nutrition [Sligo],AU862,260,Atlantic Technological University,FALSE,2026,260,7,Health
Business,DS701,180,Dorset College,FALSE,2026,180,7,Business and administration
Computing,DS702,279,Dorset College,FALSE,2026,279,7,Information and Communication Technologies (ICTs)
Sound Engineering and Music Production,DB534,109,Dublin Business School,FALSE,2026,109,6,Arts
Business Studies,DB571,146,Dublin Business School,FALSE,2026,146,7,Business and administration
Business in Accounting,DB572,178,Dublin Business School,FALSE,2026,178,7,Business and administration
Business in Marketing,DB573,112,Dublin Business School,FALSE,2026,112,7,Business and administration
Film and Creative Media,DB576,116,Dublin Business School,FALSE,2026,116,7,Arts
Computing [Dublin],GC435,244,Griffith College,FALSE,2026,244,7,Information and Communication Technologies (ICTs)
Communications [Dublin],GC465,,Griffith College,TRUE,2026,,7,Journalism and information
Graphic Communication Design [Dublin],GC480,283,Griffith College,FALSE,2026,283,7,Arts
Interior Architecture & Design [Dublin],GC490,120,Griffith College,FALSE,2026,120,7,Arts
Fashion Design [Dublin],GC495,142,Griffith College,FALSE,2026,142,7,Arts
Business [Dublin],BY002,145,IBAT College Dublin,FALSE,2026,145,7,Business and administration
Computing,NC102,,National College of Ireland (NCI),TRUE,2026,,6,Information and Communication Technologies (ICTs)
Business,NC103,,National College of Ireland (NCI),TRUE,2026,,6,Business and administration
Data Science,NC105,,National College of Ireland (NCI),TRUE,2026,,6,Information and Communication Technologies (ICTs)
Applied Biology [Tallaght],TU651,227,Technological University Dublin,FALSE,2026,227,6,Biological and related sciences
Computing [Tallaght],TU652,,Technological University Dublin,TRUE,2026,,6,Information and Communication Technologies (ICTs)
Pharmacy Technician Studies [Grangegorman],TU654,330,Technological University Dublin,FALSE,2026,330,6,Health
Business (Campus Options) [Blanchardstown OR Tallaght],TU670,,Technological University Dublin,TRUE,2026,,6,Business and administration
Business Management [Aungier Street],TU673,250,Technological University Dublin,FALSE,2026,250,6,Business and administration
Business and Finance [Aungier Street],TU674,251,Technological University Dublin,FALSE,2026,251,6,Business and administration
Marketing [Aungier Street],TU675,250,Technological University Dublin,FALSE,2026,250,6,Business and administration
Automation Engineering and Robotics [Bolton Street],TU701,352,Technological University Dublin,FALSE,2026,352,7,Engineering and engineering trades
Building Engineering [Bolton Street],TU703,361,Technological University Dublin,FALSE,2026,361,7,Architecture and construction
Civil Engineering [Bolton Street],TU704,400,Technological University Dublin,FALSE,2026,400,7,Architecture and construction
Electrical and Control Engineering [Grangegorman],TU705,323,Technological University Dublin,FALSE,2026,323,7,Engineering and engineering trades
Electrical Services Engineering [Grangegorman],TU706,311,Technological University Dublin,FALSE,2026,311,7,Engineering and engineering trades
Engineering (General Entry) [Blanchardstown],TU708,300,Technological University Dublin,FALSE,2026,300,7,Engineering and engineering trades
